Season,Episode,Speaker,To,Line,Location
7,2,Jeremy,Mark,"He wasn't even there. It was just me and the servers. After a while, I started to pretend that I was a robot. And, then, I sort of couldn't remember whether I was a robot or not, so I had to get out of there. Anyway, I nicked you some manilla envelopes. 'Cause I know you like to stockpile them and- ooh, Mark is that OK? By the shredder? Can babies go by shredders?",Mark's Room
7,2,Mark,Jeremy,"Yes, of course. Safest place for him. Stable temperature, plus if there was an earth tremor, Which, obviously, there isn't going to be, he's got added protection.",Mark's Room
7,2,Jeremy,Mark,Awww.,Mark's Room
7,2,Mark,Jeremy,"I've got him for the day. It's amazing, the bond. Earlier, I was changing him and he pissed all over me. No ill feeling, nothing.",Mark's Room
7,2,Jeremy,Mark,"Wow, 'cause you... you're pretty uptight. I mean, you hate people pissing on you.",Mark's Room
7,2,Mark,Jeremy,"Exactly, plus if you went for him now, I'd stab you.",Mark's Room
7,2,Jeremy,Mark,"Great, that's nice.",Mark's Room
7,2,Mark,Jeremy,Stab you in the eyes.,Mark's Room
7,2,Jeremy,Mark,"Yeah all right, I get the picture.",Mark's Room
7,2,Mark,Jeremy,"Hey watch this. Time me. Imagine the cushion is the baby. Do you see? If there was a bus coming, I could strip and fold this beauty in under five seconds.",Mark's Room
7,2,Jeremy,Mark,Great. Tea?,Mark's Room
7,2,Jeremy,Jeremy,Course he's happier with the kit. I bet he wishes the baby was a mortar round.,Mark's Room
7,2,Jeremy,Jeremy,"Oh, no milk. Not black tea, I'm not some kind of monster. Hello, the human cow. Why not? Luxury milk, lady milk. Because you deserve it.",Kitchen
7,2,Mark,Jeremy,Jeremy! Come! Come and look at this. You have to come and look at this now!,Mark's Room
7,2,Jeremy,Mark,"If it's another alleged error on Nikita Khrushchev's Wikipedia page, then I can't say I'm getting very worked up about it.",Mark's Room
7,2,Mark,Jeremy,This was taken less than half an hour ago.,Mark's Room
7,2,Jeremy,Mark,So?,Mark's Room
7,2,Mark,Jeremy,"Dobby's updated, she's not in a relationship but she is at her bloody sister's birthday do... with Gerrard!",Mark's Room
7,2,Jeremy,Mark,Right.,Mark's Room
7,2,Mark,Jeremy,"He's done the dirty on me, Jez. He's making a mockery of our Granita moment. He's Blairing me.",Mark's Room
7,2,Jeremy,Mark,"You're no brown, Mark. Your hands are made of flesh and blood.",Mark's Room
7,2,Mark,Jeremy,Gordon Brown didn't actually have a metal fist. It was just...,Mark's Room
7,2,Jeremy,Mark,"No? I thought there was something wrong with his arm, or his ear, wasn't there?",Mark's Room
7,2,Mark,Jeremy,"Hold on, I didn't think we had any milk.",Mark's Room
7,2,Jeremy,Mark,"Uh, no we do.",Mark's Room
7,2,Mark,Jeremy,"No, we definitely don't because I couldn't have any Sultana Bran this morning. There's no milk in the fridge. Except... Oh!",Mark's Room
7,2,Jeremy,Mark,"Mark, relax.",Mark's Room
7,2,Mark,Jeremy,"This is Sophie's milk, isn't it?",Mark's Room
7,2,Jeremy,Mark,Think of it as lady milk. From the human cow.,Mark's Room
7,2,Mark,Jeremy,Jeremy this- it's- it's one step away from cannibalism!,Mark's Room
7,2,Jeremy,Mark,"Oh right so it's weird to drink milk from someone you know but, to drink milk from another species, some cow that you've never met, that's fine is it?",Mark's Room
7,2,Mark,Jeremy,"Yes, it bloody well is.",Mark's Room
7,2,Jeremy,Mark,"Well, suit yourself. Mmmmm, luxury milk.",Mark's Room
7,2,Jeremy,Mark,"Sweet. Just texted Ben. Said I had to go to a funeral. Plus, I've got the squits and you're locked in the bathroom having a breakdown. I threw a lot of shit at the wall, see what sticks.",Jez's Car
7,2,Mark,Jeremy,"Look at him, he's the worst kind of snake in the grass.",Jez's Car
7,2,Jeremy,Mark,What a shit.,Jez's Car
7,2,Mark,Jeremy,"I mean, obviously I'd have betrayed him like that, but...",Jez's Car
7,2,Jeremy,Mark,Yeah but he didn't know that.,Jez's Car
7,2,Mark,Jeremy,"Yeah, exactly Jez, thank you. He, oh my God he's- that's my idea! He's using my idea!",Jez's Car
7,2,Jeremy,Mark,You taught him the palm? But I told you the palm!,Jez's Car
7,2,Mark,Jeremy,He's juicing my balls! He's trying to screw her with my cock.,Jez's Car
7,2,Jeremy,Mark,"Shit, Ben.",Jez's Car
7,2,Jeremy,Ben,"Ben Ten! The Bento box. Yes, I am still at the funeral.",Jez's Car
7,2,Mark,Mark,"Great, I've got a front row seat in the theatre of cruelty. Ugh, just watching them is making these normally delicious butterscotch treats turn to ash in my mouth.",Jez's Car
7,2,Jeremy,Ben,...that's the whole story.,Jez's Car
7,2,Mark,Jeremy,I'm going in. Tony B. Liar can disregard the U.N. but he can't disregard the Dobby Club.,Jez's Car
7,2,Jeremy,Ben,"Baby? Uh, yeah, that's just the baby, obviously, at the funeral with me. Don't worry little one, she's in Heaven. Your mummy's in Heaven now.",Jez's Car
7,2,Jeremy,Jeremy,"The baby doesn't have a clue what I'm one about, it's fine.",Jez's Car
7,2,Gerrard,Mark,Mark? What are you doing here?,Pub Garden
7,2,Mark,Gerrard,I could ask you the very same question. Judas.,Pub Garden
7,2,Gerrard,Mark,"Well, Dobby didn't have anyone to come to the party with, so I volunteered.",Pub Garden
7,2,Mark,Gerrard,"How incredibly thoughtful, Brutus.",Pub Garden
7,2,Gerrard,Mark,"Yes, well...",Pub Garden
7,2,Mark,Gerrard,You knew very well that we had a deal.,Pub Garden
7,2,Mark,Mark,Can't think of another one.,Pub Garden
7,2,Mark,Gerrard,Double Judas.,Pub Garden
7,2,Gerrard,Mark,"Look, nothing's going on, all right? We're just having a drink.",Pub Garden
7,2,Mark,Gerrard,"I think you're doing a little more than that. No doubt once you've finished these, and she sufficiently high on E numbers, you'll try and supply her with another pork product whose name I don't think needs to be said out loud.",Pub Garden
7,2,Gerrard,Mark,"I'm sorry, Mark, OK? I saw a window of opportunity and I went for it. You would have done the same.",Pub Garden
7,2,Mark,Gerrard,"Unlike you, Gerrard, I'm a man of my word. The Dobby Club is officially dissolved.",Pub Garden
7,2,Gerrard,Mark,What about the HMS Victory?,Pub Garden
7,2,Mark,Gerrard,I shall be completing the HMS Victory without your assistance.,Pub Garden
7,2,Gerrard,Mark,You can't handle the rigging on your own.,Pub Garden
7,2,Mark,Gerrard,You had your chance to help me with that rigging. And you blew it.,Pub Garden
7,2,Jeremy,Ben,"Yeah, yeah I'm hoping people might affectionately call them ""The Homunculi"". I'm gonna sign them tomorrow night after the gig. No, no need for you to come, dude. No, just check out the web page. But ignore all the shitty comments. They're all made by the same thirty to forty people so they don't really count.",Jez's Car
7,2,Dobby,Mark,Mark? What the fuck?,Jez's Car
7,2,Mark,Dobby,Hello.,Jez's Car
7,2,Dobby,Mark,Where's Gerrard?,Jez's Car
7,2,Mark,Dobby,Gerrard had to go. He was taken ill.,Jez's Car
7,2,Dobby,Mark,"What, really? Is it serious?",Jez's Car
7,2,Mark,Dobby,"A bit, but also you needn't give it a second thought. The squits.",Jez's Car
7,2,Mark,Mark,No further details required.,Jez's Car
7,2,Mark,Dobby,May I?,Jez's Car
7,2,Dobby,Mark,"So, you just happened to be in Epsom?",Jez's Car
7,2,Mark,Dobby,"Yeah but I was in the car, I'm on standby.",Jez's Car
7,2,Dobby,Mark,Standby?,Jez's Car
7,2,Mark,Dobby,"As Gerrard's replacement. It's cool, we look out for one another. Like me and Jez, he's right over there, so if, God forbid, something should happen, he'll be there to replace me.",Jez's Car
7,2,Dobby,Mark,"I have to say, I'm mildly freaking my noggin right now.",Jez's Car
7,2,Mark,Dobby,"Look, Dobby the truth is, me and Gerrard, we have a a sort of a club about you.",Jez's Car
7,2,Dobby,Mark,A club?,Jez's Car
7,2,Mark,Dobby,"It's not a real club, there's no clubhouse and there's only two of us. It's more of a shared passion, if you will. It's quite sophisticated. Like the Sunday Times wine club. But it's ironic too, so...",Jez's Car
7,2,Mark,Mark,"Hmm, not nailing this.",Jez's Car
7,2,Dobby,Mark,So Gerrard's not ill then.,Jez's Car
7,2,Mark,Dobby,"No more than usual, he agreed to step aside. Abort your date and let me have a pop.",Jez's Car
7,2,Dobby,Mark,A pop?,Jez's Car
7,2,Mark,Dobby,"Not a pop, a go, a turn.",Jez's Car
7,2,Mark,Mark,Really not nailing this at all.,Jez's Car
7,2,Mark,Others,"Excuse me. Hello, how are you? Hungry? Or another one of your dirty protests? Oh, no you're good, just a blanket.",Jez's Car
7,2,Dobby,Mark,Oh...,Jez's Car
7,2,Mark,Mark,"Oh OK, of course.",Jez's Car
7,2,Mark,Dobby,If you like you can smell my baby.,Jez's Car
7,2,Dobby,Mark,Yeah?,Jez's Car
7,2,Mark,Dobby,"That new baby smell, it's amazing. It's like caramel and roses.",Jez's Car
7,2,Mark,Mark,Total emperor's new clothes. They smell of baby soap and very faintly of urine.,Jez's Car
7,2,Dobby,Mark,Mmmmm.,Jez's Car
7,2,Mark,Mark,"Nice. The ultimate aphrodisiac, my son's like a huge oyster.",Jez's Car
7,2,Mark,Dobby,"Look, the truth is, I came out here because I was insane with jealousy and if that's freaky than ill just go. But, the thing about driving for miles to spy on someone is that, if nothing else, it does sort of prove that you have quite strong feelings.",Jez's Car
7,2,Dobby,Mark,Yeah? Me and Kerry once hitched a Carlisle just because they had this wicked big Halfords.,Jez's Car
7,2,Mark,Dobby,"Look, if there's nothing happening with you and Gerrard, does that actually mean that there's a... position vacant? As your boyfriend?",Jez's Car
7,2,Dobby,Mark,"What an incredibly off-putting way of putting it. If I say yes, will you stop saying things which are turning my stomach?",Jez's Car
7,2,Mark,Mark,"Oh my god, I've won. I'm resigning from the FDR/Cyberman conflict.",Jez's Car
7,2,Jeremy,Super Hans,And you're sure these are zoot suits?,Pub
7,2,Super Hans,Jeremy,"Yeah, these are zoot suits.",Pub
7,2,Jeremy,Super Hans,"Yeah, I mean, I love them, obviously. It's just um, I thought there'd be more...",Pub
7,2,Super Hans,Jeremy,We spent all yesterday going around fifteen village clothing outfitters spending five hundred and thirty quid on zoot suits. These are definitely fucking zoot suits.,Pub
7,2,Jeremy,Super Hans,"Yeah, great, I love them. So I got the uh, contract. You still wanna do the punk thing?",Pub
7,2,Super Hans,Jeremy,I only sign in blood.,Pub
7,2,Zahra,Jeremy,Hey Jez!,Pub
7,2,Jeremy,Zahra,Zahra! You came! In time to see me play.,Pub
7,2,Zahra,Jeremy,You're playing?,Pub
7,2,Jeremy,Zahra,Sure I told you I was in a band.,Pub
7,2,Zahra,Jeremy,"Yeah but you told me you're a poet and then you couldn't find your exercise books so... wow, Jez, I love musicians.",Pub
7,2,Jeremy,Zahra,"Well I'm a musician, so I guess you must love me!",Pub
7,2,Jeremy,Jeremy,Is that a joke? Or just a genuine wish with me laughing at the end?,Pub
7,2,Ben,Jeremy,"Hey, Jez.",Pub
7,2,Jeremy,Ben,"Great, Mr. Ben. The Homunculi welcome you.",Pub
7,2,Ben,Zahra,"We need to talk business, babe. Get yourself a drink, mine's a large one, as you fucking know! Ha ha ha ha ha.",Pub
7,2,Jeremy,Ben,"So uh, I just wanted to flag out with you about the band. I'm going to taking on a much more hands-on role than your traditional exec. In fact...",Pub
7,2,Ben,Jeremy,"Forget the band, I'm not signing these twats.",Pub
7,2,Jeremy,Ben,What?,Pub
7,2,Ben,Jeremy,"I listened to the link, they're shit. And the branding, do you even know what a homunculus is?",Pub
7,2,Jeremy,Ben,Is it a chick born with a dick?,Pub
7,2,Ben,Jeremy,Its one of those tiny humans mad scientists keep in jars. Who wants that on a baseball cap?,Pub
7,2,Jeremy,Ben,"Uh, goths?",Pub
7,2,Ben,Jeremy,Lose the arseholes.,Pub
7,2,Jeremy,Jeremy,"Oh fucking great, I've got to fire myself, I wonder how I'll take it. Very badly I should imagine.",Pub
7,2,Super Hans,Jeremy,Arghhh!,Pub
7,2,Jeremy,Super Hans,"OK guys, so here's the thing.",Pub
7,2,Super Hans,Jeremy,"Here, I'm, er, losing quite a bit here, so if we could just sign? And break out the Elastoplast.",Pub
7,2,Jeremy,Super Hans,"Yeah, look, I've been thinking with my thinking cap, and basically yeah, we're a great band and obviously I could sign us, of course I could. Um, I could sign us a thousand times over, but are we hungry enough? I mean sure, were hungry, but are we ravenous? Because-",Pub
7,2,Ben,Jeremy,Did you fire them yet?,Pub
7,2,Jeremy,Ben,"Firing them now, Ben.",Pub
7,2,Super Hans,Jeremy,"You what? Bollocks, you don't fire us. We fire you. You're fired!",Pub
7,2,Jeremy,Super Hans,"No, you're fired. I mean all of us were fired. But were all in this together against the fucking suits. Who are me, so, fuck me! Why don't we show me what I'm missing and do the best gig of our lives. Yeah?!",Pub
7,2,Mark,Mark,"OK, wow. This is it. The ultimate. I'm in a relationship with someone I really like. Something's obviously gonna have to go wrong. I wonder what it's gonna be? It's almost definitely gonna be something I do. I need to watch myself like a hawk.",Pub
7,2,Super Hans,Others,"Hello, Brockley! Um, I've an announcement to make. ""Danny Dyer's Chocolate Homunculus"" is dead. But, ""Man Feelings"" are back. You are witnesses of the rebirth of ""Man Feelings"".",Pub
7,2,Mark,Mark,"Is she thinking about her ex? Bet she bloody is. When she goes quiet, is she always thinking about him?",Pub
7,2,Mark,Dobby,"You having a look, there?",Pub
7,2,Dobby,Mark,"Huh? Yeah, just looking.",Pub
7,2,Mark,Mark,"It's impossible to know what's going on in her head. And if I ask her, she doesn't necessarily have to tell the truth.",Pub
7,2,Mark,Dobby,"So, come on, what are you thinking, Dobs?",Pub
7,2,Dobby,Mark,Oh just... I mean... I wonder how long the cider craze is gonna last.,Pub
7,2,Mark,Dobby,"Right. Yeah, me too.",Pub
7,2,Mark,Mark,"Oh, sure. Why is she a separate entity? There should be a viewing platform to see into her brain. If only I could get her brain in a jar, or hook her up to electrodes. I need thermal imaging of her brain cortex and a lab to analyse it afterwards. Then, I could finally relax.",Pub
7,2,Jeremy,Jeremy,"Right, suited and booted, yeah I'm just another band member running late because there was one last line of coke that needed snorting. Just uh, slide this up on here. Yeah, that right honey. One foot in the band. I'm re-joining you by the power of standing right by you.",Pub
7,2,Super Hans,Others,"Sorry about this everyone, um, just wanna clear something up. This is the band area, we are the band. This imaginary line at the edge of the stage is where the band ends. This man is not in the band, he is merely dressed like the band.",Pub
7,2,Dobby,Mark,"I hope me and you being an ""item"" doesn't ruin my friendship with Gerrard.",Pub
7,2,Mark,Dobby,"Me too, that, that would be terrible.",Pub
7,2,Mark,Mark,"Ugh, the ghost at the feast. I'm going to kill you, Gerrard. Kill you till you're dead.",Pub
7,2,Mark,Dobby,Although there is something I should probably tell you.,Pub
7,2,Dobby,Mark,What?,Pub
7,2,Mark,Dobby,I don't really want to say...,Pub
7,2,Dobby,Mark,"Go on, Mark.",Pub
7,2,Mark,Dobby,"Well, You know those Corfu pictures you've got on your profile? I think maybe you should take those down.",Pub
7,2,Dobby,Mark,Corfu '06? Why?,Pub
7,2,Mark,Dobby,Well Gerrard admitted that sometimes he looks at them and does a...,Pub
7,2,Dobby,Mark,Ugh!,Pub
7,2,Mark,Dobby,I know.,Pub
7,2,Mark,Mark,"Never pick a fight with Stalin, Gerrard. Uncle Joe don't play by your rules.",Pub
7,3,Mark,Mark,"Sex over, now the smiling and staring. I think Dobby might be bored with me sexually. I'm vanilla. I should be, not Neapolitan, that's too '70s, but pistachio, slightly unpleasant but novel.",Mark's Room
7,3,Mark,Dobby,I was thinking of booking that country house hotel for your birthday.,Mark's Room
7,3,Dobby,Mark,"Really? 'Cause country house hotels? I mean, doesn't working in a Mexican restaurant mean we'd be better suited to a Premier Inn and a bottle of supermarket voddy? Or I could pay?",Mark's Room
7,3,Mark,Dobby,No way! I'm being the man here and paying for everything. I'm taking you away. I might even carry you over the threshold.,Mark's Room
7,3,Dobby,Mark,"OK, Captain Caveman.",Mark's Room
7,3,Mark,Dobby,Would you be able to drive us? It's in Hereford.,Mark's Room
7,3,Dobby,Mark,Sure. Shall I get it seeing as I've got your fluffy dressing gown on?,Mark's Room
7,3,Mark,Dobby,Thanks.,Mark's Room
7,3,Mark,Mark,"Officially it's a towelling robe. Might not be incredibly stylish, but it is hugely absorbent.",Mark's Room
7,3,Dobby,Mark,"Oh, did I tell you? Poor old Simon's mum's ill.",Mark's Room
7,3,Mark,Dobby,How horrible for him.,Mark's Room
7,3,Dobby,Mark,I might get a card.,Mark's Room
7,3,Mark,Mark,"The cool, good looking ex-boyfriend whom I strongly suspect was far better in bed than me. His grief is mine.",Mark's Room
7,3,Dobby,Mark,You got some money Mark?,Mark's Room
7,3,Mark,Dobby,Hang on.,Mark's Room
7,3,Mark,Mark,Must be the Barnardo's man.,Mark's Room
7,3,Dobby,Mark,"He's unemployed, Mark.",Hall
7,3,Mark,Dobby,Right.,Hall
7,3,Mark,Mark,Is he though? I'm pretty sure I saw this exposed on Rogue Traders.,Hall
7,3,Door-to-door Seller,Mark,"Just trying to make a bit of honest money, really. Your neighbors have been very kind.",Hall
7,3,Mark,Door-to-door Seller,"So, what have you got?",Hall
7,3,Door-to-door Seller,Mark,"Fluffy dusters, J-cloths ...",Hall
7,3,Mark,Mark,"Shit, OK don't choose the cheapest in front of Dobby. So not J-cloths. Not scourers. Fluffy dusters? I think they're relatively cheap.",Hall
7,3,Door-to-door Seller,Mark,...or oven gloves.,Hall
7,3,Mark,Door-to-door Seller,Fluffy duster?,Hall
7,3,Door-to-door Seller,Mark,"Sure mate, they're eleven pound.",Hall
7,3,Mark,Door-to-door Seller,They're what?,Hall
7,3,Door-to-door Seller,Mark,"Eleven quid, made of... fibres.",Hall
7,3,Mark,Mark,I'm being politely mugged!,Hall
7,3,Door-to-door Seller,Mark,Thanks.,Hall
7,3,Dobby,Mark,"I'll go and make some coffee, Mr. Generous. I'd have just gone for the J-cloths.",Hall
7,3,Mark,Mark,"Great, just wasted eleven pounds on four pounds worth of female approval.",Hall
7,3,Mark,Door-to-door Seller,"Right, I'm having that back. You've conned me, I'm not some frail old lady in sheltered housing.",Hall
7,3,Door-to-door Seller,Mark,Get to fuck!,Hall
7,3,Dobby,Mark,Are you OK?,Hall
7,3,Mark,Dobby,It's fine. Things got a bit out of hand but I took control.,Hall
7,3,Zahra,Jeremy,"So what did you think, Jeremy?",Outside
7,3,Jeremy,Zahra,Wow. That's what I thought. Wowsers trousers.,Outside
7,3,Zahra,Jeremy,"You didn't fall asleep, did you? At one point I thought-",Outside
7,3,Jeremy,Zahra,"No way, no. I loved every minute of it. The colours, the woman, the... it was all great. Amélie is a fantastic film. What a fantastic film.",Outside
7,3,Zahra,Jeremy,Yeah. It's French but you can easily work out what's happening most of the way through.,Outside
7,3,Jeremy,Zahra,Exactly.,Outside
7,3,Zahra,Jeremy,Not pre-digested Hollywood blockbuster crap.,Outside
7,3,Jeremy,Zahra,"That shit, trying to lure you in by entertaining you. It's so shallow. Are you cabbing it?",Outside
7,3,Zahra,Jeremy,I'm cabbing it.,Outside
7,3,Jeremy,Jeremy,Won't tell her I'm bussing it.,Outside
7,3,Jeremy,Zahra,"It's great isn't it how, even though I'm an attractive guy and you're an attractive girl, we can just hang out like great mates.",Outside
7,3,Zahra,Jeremy,"Yeah, just 'cause I'm going out with Ben...",Outside
7,3,Jeremy,Jeremy,The shit.,Outside
7,3,Zahra,Jeremy,"...doesn't mean that you and I can't be big buds. I mean we have so many interests in common. Foreign film, fringe theatre, contemporary dance. Even those silver people in Covent Garden who stand really still and pretend to be statues.",Outside
7,3,Jeremy,Zahra,"I adore, enormously, all of that. And you run that book group, don't you? Which is great because I love difficult literature.",Outside
7,3,Zahra,Jeremy,"Wow! Another tick! I'd invite you, but we're full up at the minute.",Outside
7,3,Jeremy,Zahra,Does Ben...,Outside
7,3,Jeremy,Jeremy,the shit,Outside
7,3,Jeremy,Zahra,go?,Outside
7,3,Zahra,Jeremy,"No, he hates reading.",Outside
7,3,Jeremy,Zahra,"Oh, he is missing out on so much.",Outside
7,3,Zahra,Jeremy,Uh-huh.,Outside
7,3,Jeremy,Zahra,"I mean so many people just plod through life, you know, thinking the same stupid thoughts with their tiny, predictable, identikit minds.",Outside
7,3,Zahra,Jeremy,"Most people just go around nodding to the last opinion they heard, don't they?",Outside
7,3,Jeremy,Zahra,I agree.,Outside
7,3,Others,Zahra,"Excuse me Madam, is one of you getting in?",Outside
7,3,Jeremy,Zahra,Bye then.,Outside
7,3,Zahra,Jeremy,"Bye. Thanks, for a lovely afternoon of French cinema. Au revoir mon ami.",Outside
7,3,Jeremy,Zahra,Indeedy.,Outside
7,3,Jeremy,Jeremy,This is all so fucking sophisticated.,Outside
7,3,Zahra,Jeremy,See you tomorrow. À demain!,Outside
7,3,Jeremy,Zahra,"No, you da man.",Outside
7,3,Zahra,Jeremy,Ha ha ha ha ha!,Outside
7,3,Jeremy,Jeremy,Why is that funny?,Outside
7,3,Jeremy,Super Hans,"And you're off it all? Crack as well? But you love crack, it's your favourite!",Kitchen
7,3,Super Hans,Jeremy,Especially crack Jez. I've stopped putting all of that poison and shit into my body and my precious brain.,Kitchen
7,3,Mark,Super Hans,Since when?,Kitchen
7,3,Super Hans,Mark,"Since Tuesday. Had a sort of ""Road to Damascus"" flash on the A22. Crashed the van into some guy's hedge 'cause I was so fucking wrecked. And then this voice in my head, sounded like Brian Moore, used to do the football on ITV, said ""pack it in son, mug's game"".",Kitchen
7,3,Mark,Super Hans,"Well that's very sensible, albeit hallucinatory, advice.",Kitchen
7,3,Super Hans,Mark,"Mark, I um... look, in here is my pipe and my last rock. I want you to have it.",Kitchen
7,3,Mark,Super Hans,"I don't want it, it's illegal!",Kitchen
7,3,Super Hans,Mark,"I want you to keep it, please. It's symbolic. And if I come to you and ask for it, I want you to tell me ""no"", OK?",Kitchen
7,3,Mark,Super Hans,OK.,Kitchen
7,3,Super Hans,Mark,"Even if I hit you. Hard, with wood. Or grab your arm and bend it up behind your back till it snaps like a fucking Kit Kat, you still tell me no, right?",Kitchen
7,3,Mark,Super Hans,With wood?,Kitchen
7,3,Super Hans,Mark,Thanks Mark. Legend.,Kitchen
7,3,Jeremy,Super Hans,So how's all this going?,Kitchen
7,3,Super Hans,Jeremy,Easy man. Easy like a Sonntag Morgen. I'm just finding other things to fill my time.,Kitchen
7,3,Jeremy,Super Hans,Like what?,Kitchen
7,3,Super Hans,Jeremy,"Cycling, running. I ran 10K yesterday. I ran here this morning. Then back home and then back here again. I'm cooking, knitting, knitting like a fucking electric nan. Did this scarf. I've got two quilts on the go and a sort of tabard. It's cool. It's easy!",Kitchen
7,3,Jeremy,Super Hans,Great.,Kitchen
7,3,Super Hans,Mark,You got any olives? I've gone fucking mental for olives.,Kitchen
7,3,Mark,Super Hans,No we-,Kitchen
7,3,Super Hans,Mark,"Shit. Jesus, where am I gonna get olives? I'm craving the salt.",Kitchen
7,3,Mark,Super Hans,We've got salt.,Kitchen
7,3,Super Hans,Mark,"I'm not gonna go necking fucking salt straight from the shaker, Mark. I'm not mad. Right, fucking laters. I'm gonna sprint to Londis.",Kitchen
7,3,Jeremy,Mark,"He is a bit mad, isn't he?",Kitchen
7,3,Mark,Jeremy,"Jez, I'm... I'm slightly worried that Dobby might still be in love with Simon.",Kitchen
7,3,Jeremy,Mark,Yeah.,Kitchen
7,3,Mark,Jeremy,"Do you mean yeah, you think she is?",Kitchen
7,3,Jeremy,Mark,"No, no, I mean yeah, I'm not really listening, sorry.",Kitchen
7,3,Mark,Jeremy,And I'm worried that I might not be...,Kitchen
7,3,Jeremy,Mark,What?,Kitchen
7,3,Mark,Jeremy,"Look, you know the actual, the act of intercourse?",Kitchen
7,3,Jeremy,Mark,"Oh my God, you're asking me for sex tips. Pass me the Cava and the big pack of Tyrell's, it's a girls night in!",Kitchen
7,3,Mark,Jeremy,What would you say was the average amount of time before the man...,Kitchen
7,3,Jeremy,Mark,Unleashes hell?,Kitchen
7,3,Mark,Jeremy,"Yes. I want the average amount of time, the mean. No, the mode or median. Sting's probably thrown the mean out for everyone else.",Kitchen
7,3,Jeremy,Mark,"Well, it depends Mark. It often depends on, you know, where you are, if you get me.",Kitchen
7,3,Mark,Jeremy,"No, I don't wanna hear about the bum Jeremy. I know for you it all revolves around the bum, you're like the Copernicus of the anus.",Kitchen
7,3,Jeremy,Mark,"You've got to know about the bum, Mark, otherwise it's like only cooking with the hob and never using the oven. The bum is the secret portal.",Kitchen
7,3,Mark,Jeremy,"It's not much of a secret though, is it, Jeremy? Be honest, the bum is quite, if you'll pardon the image, an open secret.",Kitchen
7,3,Jeremy,Mark,So you think you've lost your dirty mojo?,Kitchen
7,3,Mark,Jeremy,"Yeah, I am a bit desperate on that front. I mean, I've even bought a...",Kitchen
7,3,Jeremy,Mark,What?,Kitchen
7,3,Mark,Jeremy,Nothing.,Kitchen
7,3,Jeremy,Mark,"A what, Mark?",Kitchen
7,3,Jeremy,Mark,Blimey.,Mark's Room
7,3,Mark,Jeremy,It's a dildo. I've bought a big dildo.,Mark's Room
7,3,Jeremy,Mark,How big is it?,Mark's Room
7,3,Mark,Jeremy,"Nine inches. It's a nine-incher. Thought it might spice things up. Trouble is, I find it quite intimidating, as a man. I mean look at it, it's like a leg of lamb. So I've decided to call it ""Kenneth"", to take the curse off.",Mark's Room
7,3,Jeremy,Mark,Kenneth?,Mark's Room
7,3,Mark,Jeremy,"Yes. ""My colleague, Kenneth. Shall I fetch Kenneth? Meet my sexual associate, Kenneth."" Makes him less daunting.",Mark's Room
7,3,Jeremy,Mark,And has Kenneth... seen action?,Mark's Room
7,3,Mark,Jeremy,"No. I mean, it might be the sexiest thing ever or it might be a massive disaster. Dobby might hate it. So for now you stay at Brize Norton, Kenneth. I don't think you're ready to enter Helmand yet.",Mark's Room
7,3,Jeremy,Mark,So is your work still...,Outside
7,3,Jeremy,Jeremy,"good, bad, does he like it there now? I've forgotten.",Outside
7,3,Jeremy,Mark,You know.,Outside
7,3,Mark,Jeremy,I despise every second of it. We're short staffed and Gail keeps making me do these extra shifts. And she hates me since you tried to kill her.,Outside
7,3,Jeremy,Mark,"Yeah, sorry man, my bad. You should tell her you need time off. I mean, I'm no NHS Direct, but this stress can't be doing your sex life any good. Tell Gail she's exploiting you.",Outside
7,3,Mark,Jeremy,"But then she'll fire me. I don't want to be unemployed, I've got a girlfriend to impress. And when Sophie gets back from Wales, I've also got a baby to impress.",Outside
7,3,Jeremy,Mark,"Christ, Mark, you really need to grow a pair.",Outside
7,3,Mark,Jeremy,Of testicles?,Outside
7,3,Jeremy,Mark,Yes.,Outside
7,3,Mark,Jeremy,You want me to grow a pair of testicles so I'd have four testicles and somehow that'll help make me braver and better able to deal with stress? Staggering around like a baboon with four balls hanging down.,Outside
7,3,Jeremy,Mark,"Look, Gail's fucking you over because you're so bloody passive. You need to rip her a new one.",Outside
7,3,Mark,Jeremy,A new anus? So she'd have two anuses? And then in this mad new world of yours I'd presumably shove my four bollocks up her two anuses for some unknown reason.,Outside
7,3,Jeremy,Jeremy,Never fancied a girl with glasses before. I wouldn't care if she had a limp or a funny elbow. I'm so PC. I'm horny Gandhi.,Jez's Office
7,3,Ben,Jeremy,Did you have a nice time at whatever the fuck film it was with Zahra?,Jez's Office
7,3,Jeremy,Ben,"Yeah, nice movie. The colours, the woman in it.",Jez's Office
7,3,Ben,Jeremy,It's a great arrangement we've got here Jez.,Jez's Office
7,3,Jeremy,Ben,Arrangement?,Jez's Office
7,3,Ben,Jeremy,"Yeah, you take care of the brainy, arty crap she likes and I take care of the physical side. Like when she came back from Emily.",Jez's Office
7,3,Jeremy,Ben,Amélie.,Jez's Office
7,3,Jeremy,Jeremy,You shit.,Jez's Office
7,3,Ben,Jeremy,"She was in this really good mood, all sparked up and receptive. You can imagine what we got up to.",Jez's Office
7,3,Jeremy,Ben,"Yeah, shall I order that toner from the Viking Catalogue or...?",Jez's Office
7,3,Ben,Jeremy,"Now, I won't go into detail about what it is we did, Jez, but let's just say it wasn't a long game of Scrabble. Your glans isn't red raw after a long game of Scrabble is it?!",Jez's Office
